Stats

Infected OS : ANDROID

Population with Android : 44896
Population with IOS : 62901
Population with OTHERS : 203

Peers spawned near hotspots : 75600
Peers spawned randomly : 32400

Infected Peers : 608
Recovered Peers : 19409
Immuned Peers : 88851

Infected Peers per cycle : 
83
448
423
402
673
1523
1397
1222
1207
1066
 1137
 1001
 585
 694
 524
 631
 676
 609
 576
 753
 451
 326
 381
 406
 372
 297
 235
 129
 183
 139
 153
 99
 179
 204
 189
 109
 75
 75
 90
 96
 30
 24
 29
 44
 26
 14
 2
 8
 3
 2
 1
 2
 5
 1
 1
 0
 0
 0
 0
 2
 1
Cycle -> 61, Infected -> 1
Cycle -> 137, Infected -> 0
Cycle -> 138, Infected -> 0
Cycle -> 139, Infected -> 0
Cycle -> 140, Infected -> 0
Cycle -> 141, Infected -> 0
Cycle -> 142, Infected -> 0
Cycle -> 143, Infected -> 0
Cycle -> 144, Infected -> 0
Cycle -> 145, Infected -> 0
Cycle -> 146, Infected -> 0
Cycle -> 147, Infected -> 0
Cycle -> 148, Infected -> 0
Cycle -> 149, Infected -> 0
Cycle -> 150, Infected -> 0
Cycle -> 151, Infected -> 0
Cycle -> 152, Infected -> 0
Cycle -> 153, Infected -> 0
Cycle -> 154, Infected -> 0
Cycle -> 155, Infected -> 0
Cycle -> 156, Infected -> 0
Cycle -> 157, Infected -> 0
Cycle -> 158, Infected -> 0
Cycle -> 159, Infected -> 0
Cycle -> 160, Infected -> 0
Cycle -> 161, Infected -> 0
Cycle -> 162, Infected -> 0
Cycle -> 163, Infected -> 0
Cycle -> 164, Infected -> 0
Cycle -> 165, Infected -> 0
Cycle -> 166, Infected -> 0
Cycle -> 167, Infected -> 0
Cycle -> 168, Infected -> 0
Cycle -> 169, Infected -> 0
Cycle -> 170, Infected -> 0
Cycle -> 171, Infected -> 0
Cycle -> 172, Infected -> 0
Cycle -> 173, Infected -> 0
Cycle -> 174, Infected -> 0
Cycle -> 175, Infected -> 0
Cycle -> 176, Infected -> 0
Cycle -> 177, Infected -> 0
Cycle -> 178, Infected -> 0
Cycle -> 179, Infected -> 0
Cycle -> 180, Infected -> 0
Cycle -> 181, Infected -> 0
Cycle -> 182, Infected -> 0
Cycle -> 183, Infected -> 0
Cycle -> 184, Infected -> 0
Cycle -> 185, Infected -> 0
Cycle -> 186, Infected -> 0
Cycle -> 187, Infected -> 0
Cycle -> 188, Infected -> 0
Cycle -> 189, Infected -> 0
Cycle -> 190, Infected -> 0
Cycle -> 191, Infected -> 0
Cycle -> 192, Infected -> 0
Cycle -> 193, Infected -> 0
Cycle -> 194, Infected -> 0
Cycle -> 195, Infected -> 0
Cycle -> 196, Infected -> 0
Cycle -> 197, Infected -> 0
Cycle -> 198, Infected -> 0
Cycle -> 199, Infected -> 0

Recovered Peers per cycle : 
22
149
145
199
162
157
211
241
252
321
332
372
398
392
394
414
414
479
442
480
439
481
403
470
456
390
441
413
409
383
377
407
346
372
349
360
317
271
279
268
301
271
254
229
232
207
245
215
173
209
167
155
159
152
137
133
135
117
105
108
108
101
112
96
75
86
87
67
70
76
67
61
65
54
47
61
48
47
37
30
32
31
31
34
29
29
22
21
15
27
15
16
20
24
13
13
24
14
16
9
 16
 12
 17
 6
 12
 14
 15
 8
 10
 4
 8
 10
 9
 7
 3
 3
 4
 1
 2
 5
 7
 3
 9
 6
 5
 5
 6
 2
 0
 5
 2
 0
 2
ycle -> 133, Recovered -> 2
ycle -> 134, Recovered -> 0
ycle -> 135, Recovered -> 1
ycle -> 136, Recovered -> 5
ycle -> 137, Recovered -> 1
ycle -> 138, Recovered -> 3
ycle -> 139, Recovered -> 3
ycle -> 140, Recovered -> 2
ycle -> 141, Recovered -> 2
ycle -> 142, Recovered -> 2
Cycle -> 143, Recovered -> 3
Cycle -> 144, Recovered -> 2
Cycle -> 145, Recovered -> 2
Cycle -> 146, Recovered -> 1
Cycle -> 147, Recovered -> 1
Cycle -> 148, Recovered -> 0
Cycle -> 149, Recovered -> 2
Cycle -> 150, Recovered -> 1
Cycle -> 151, Recovered -> 1
Cycle -> 152, Recovered -> 0
Cycle -> 153, Recovered -> 1
Cycle -> 154, Recovered -> 2
Cycle -> 155, Recovered -> 0
Cycle -> 156, Recovered -> 1
Cycle -> 157, Recovered -> 2
Cycle -> 158, Recovered -> 0
Cycle -> 159, Recovered -> 0
Cycle -> 160, Recovered -> 0
Cycle -> 161, Recovered -> 1
Cycle -> 162, Recovered -> 1
Cycle -> 163, Recovered -> 1
Cycle -> 164, Recovered -> 0
Cycle -> 165, Recovered -> 0
Cycle -> 166, Recovered -> 0
Cycle -> 167, Recovered -> 0
Cycle -> 168, Recovered -> 0
Cycle -> 169, Recovered -> 1
Cycle -> 170, Recovered -> 1
Cycle -> 171, Recovered -> 1
Cycle -> 172, Recovered -> 1
Cycle -> 173, Recovered -> 0
Cycle -> 174, Recovered -> 0
Cycle -> 175, Recovered -> 0
Cycle -> 176, Recovered -> 0
Cycle -> 177, Recovered -> 0
Cycle -> 178, Recovered -> 0
Cycle -> 179, Recovered -> 0
Cycle -> 180, Recovered -> 0
Cycle -> 181, Recovered -> 0
Cycle -> 182, Recovered -> 0
Cycle -> 183, Recovered -> 0
Cycle -> 184, Recovered -> 0
Cycle -> 185, Recovered -> 0
Cycle -> 186, Recovered -> 0
Cycle -> 187, Recovered -> 0
Cycle -> 188, Recovered -> 0
Cycle -> 189, Recovered -> 1
Cycle -> 190, Recovered -> 0
Cycle -> 191, Recovered -> 0
Cycle -> 192, Recovered -> 0
Cycle -> 193, Recovered -> 0
Cycle -> 194, Recovered -> 1
Cycle -> 195, Recovered -> 1
Cycle -> 196, Recovered -> 0
Cycle -> 197, Recovered -> 0
Cycle -> 198, Recovered -> 0
Cycle -> 199, Recovered -> 0

Immuned Peers per cycle : 
Cycle -> 0, Immuned -> 5304
Cycle -> 1, Immuned -> 4634
Cycle -> 2, Immuned -> 4462
Cycle -> 3, Immuned -> 4232
Cycle -> 4, Immuned -> 4418
Cycle -> 5, Immuned -> 4072
Cycle -> 6, Immuned -> 3924
Cycle -> 7, Immuned -> 3611
Cycle -> 8, Immuned -> 3480
Cycle -> 9, Immuned -> 3255
Cycle -> 10, Immuned -> 3018
Cycle -> 11, Immuned -> 2819
Cycle -> 12, Immuned -> 2612
Cycle -> 13, Immuned -> 2290
Cycle -> 14, Immuned -> 2291
Cycle -> 15, Immuned -> 2097
Cycle -> 16, Immuned -> 1988
Cycle -> 17, Immuned -> 1737
Cycle -> 18, Immuned -> 1653
Cycle -> 19, Immuned -> 1662
Cycle -> 20, Immuned -> 1425
Cycle -> 21, Immuned -> 1442
Cycle -> 22, Immuned -> 1320
Cycle -> 23, Immuned -> 1270
Cycle -> 24, Immuned -> 1122
Cycle -> 25, Immuned -> 1087
Cycle -> 26, Immuned -> 950
Cycle -> 27, Immuned -> 950
Cycle -> 28, Immuned -> 823
Cycle -> 29, Immuned -> 815
Cycle -> 30, Immuned -> 767
Cycle -> 31, Immuned -> 737
Cycle -> 32, Immuned -> 665
Cycle -> 33, Immuned -> 630
Cycle -> 34, Immuned -> 653
Cycle -> 35, Immuned -> 526
Cycle -> 36, Immuned -> 541
Cycle -> 37, Immuned -> 518
Cycle -> 38, Immuned -> 436
Cycle -> 39, Immuned -> 446
Cycle -> 40, Immuned -> 426
Cycle -> 41, Immuned -> 392
Cycle -> 42, Immuned -> 396
Cycle -> 43, Immuned -> 354
Cycle -> 44, Immuned -> 339
Cycle -> 45, Immuned -> 303
Cycle -> 46, Immuned -> 304
Cycle -> 47, Immuned -> 269
Cycle -> 48, Immuned -> 273
Cycle -> 49, Immuned -> 274
Cycle -> 50, Immuned -> 245
Cycle -> 51, Immuned -> 243
Cycle -> 52, Immuned -> 213
Cycle -> 53, Immuned -> 224
Cycle -> 54, Immuned -> 205
Cycle -> 55, Immuned -> 183
Cycle -> 56, Immuned -> 155
Cycle -> 57, Immuned -> 178
Cycle -> 58, Immuned -> 166
Cycle -> 59, Immuned -> 145
Cycle -> 60, Immuned -> 149
Cycle -> 61, Immuned -> 128
Cycle -> 62, Immuned -> 124
Cycle -> 63, Immuned -> 121
Cycle -> 64, Immuned -> 106
Cycle -> 65, Immuned -> 97
Cycle -> 66, Immuned -> 129
Cycle -> 67, Immuned -> 99
Cycle -> 68, Immuned -> 93
Cycle -> 69, Immuned -> 91
Cycle -> 70, Immuned -> 88
Cycle -> 71, Immuned -> 67
Cycle -> 72, Immuned -> 77
Cycle -> 73, Immuned -> 69
Cycle -> 74, Immuned -> 67
Cycle -> 75, Immuned -> 69
Cycle -> 76, Immuned -> 69
Cycle -> 77, Immuned -> 67
Cycle -> 78, Immuned -> 55
Cycle -> 79, Immuned -> 48
Cycle -> 80, Immuned -> 52
Cycle -> 81, Immuned -> 50
Cycle -> 82, Immuned -> 35
Cycle -> 83, Immuned -> 44
Cycle -> 84, Immuned -> 50
Cycle -> 85, Immuned -> 46
Cycle -> 86, Immuned -> 31
Cycle -> 87, Immuned -> 38
Cycle -> 88, Immuned -> 37
Cycle -> 89, Immuned -> 30
Cycle -> 90, Immuned -> 34
Cycle -> 91, Immuned -> 27
Cycle -> 92, Immuned -> 27
Cycle -> 93, Immuned -> 25
Cycle -> 94, Immuned -> 30
Cycle -> 95, Immuned -> 23
Cycle -> 96, Immuned -> 11
Cycle -> 97, Immuned -> 21
Cycle -> 98, Immuned -> 17
Cycle -> 99, Immuned -> 26
Cycle -> 100, Immuned -> 21
Cycle -> 101, Immuned -> 13
Cycle -> 102, Immuned -> 21
Cycle -> 103, Immuned -> 23
Cycle -> 104, Immuned -> 16
Cycle -> 105, Immuned -> 8
Cycle -> 106, Immuned -> 15
Cycle -> 107, Immuned -> 19
Cycle -> 108, Immuned -> 13
Cycle -> 109, Immuned -> 16
Cycle -> 110, Immuned -> 17
Cycle -> 111, Immuned -> 12
Cycle -> 112, Immuned -> 19
Cycle -> 113, Immuned -> 8
Cycle -> 114, Immuned -> 6
Cycle -> 115, Immuned -> 9
Cycle -> 116, Immuned -> 6
Cycle -> 117, Immuned -> 13
Cycle -> 118, Immuned -> 11
Cycle -> 119, Immuned -> 8
Cycle -> 120, Immuned -> 5
Cycle -> 121, Immuned -> 8
Cycle -> 122, Immuned -> 7
Cycle -> 123, Immuned -> 8
Cycle -> 124, Immuned -> 3
Cycle -> 125, Immuned -> 4
Cycle -> 126, Immuned -> 4
Cycle -> 127, Immuned -> 4
Cycle -> 128, Immuned -> 6
Cycle -> 129, Immuned -> 3
Cycle -> 130, Immuned -> 5
Cycle -> 131, Immuned -> 2
Cycle -> 132, Immuned -> 7
Cycle -> 133, Immuned -> 5
Cycle -> 134, Immuned -> 1
Cycle -> 135, Immuned -> 3
Cycle -> 136, Immuned -> 3
Cycle -> 137, Immuned -> 3
Cycle -> 138, Immuned -> 4
Cycle -> 139, Immuned -> 3
Cycle -> 140, Immuned -> 3
Cycle -> 141, Immuned -> 2
Cycle -> 142, Immuned -> 4
Cycle -> 143, Immuned -> 2
Cycle -> 144, Immuned -> 4
Cycle -> 145, Immuned -> 2
Cycle -> 146, Immuned -> 1
Cycle -> 147, Immuned -> 3
Cycle -> 148, Immuned -> 3
Cycle -> 149, Immuned -> 1
Cycle -> 150, Immuned -> 3
Cycle -> 151, Immuned -> 2
Cycle -> 152, Immuned -> 3
Cycle -> 153, Immuned -> 0
Cycle -> 154, Immuned -> 1
Cycle -> 155, Immuned -> 1
Cycle -> 156, Immuned -> 0
Cycle -> 157, Immuned -> 0
Cycle -> 158, Immuned -> 2
Cycle -> 159, Immuned -> 0
Cycle -> 160, Immuned -> 0
Cycle -> 161, Immuned -> 0
Cycle -> 162, Immuned -> 0
Cycle -> 163, Immuned -> 0
Cycle -> 164, Immuned -> 1
Cycle -> 165, Immuned -> 1
Cycle -> 166, Immuned -> 1
Cycle -> 167, Immuned -> 0
Cycle -> 168, Immuned -> 1
Cycle -> 169, Immuned -> 1
Cycle -> 170, Immuned -> 1
Cycle -> 171, Immuned -> 0
Cycle -> 172, Immuned -> 2
Cycle -> 173, Immuned -> 0
Cycle -> 174, Immuned -> 2
Cycle -> 175, Immuned -> 0
Cycle -> 176, Immuned -> 0
Cycle -> 177, Immuned -> 0
Cycle -> 178, Immuned -> 0
Cycle -> 179, Immuned -> 2
Cycle -> 180, Immuned -> 2
Cycle -> 181, Immuned -> 0
Cycle -> 182, Immuned -> 0
Cycle -> 183, Immuned -> 0
Cycle -> 184, Immuned -> 0
Cycle -> 185, Immuned -> 0
Cycle -> 186, Immuned -> 0
Cycle -> 187, Immuned -> 0
Cycle -> 188, Immuned -> 0
Cycle -> 189, Immuned -> 1
Cycle -> 190, Immuned -> 0
Cycle -> 191, Immuned -> 0
Cycle -> 192, Immuned -> 0
Cycle -> 193, Immuned -> 0
Cycle -> 194, Immuned -> 0
Cycle -> 195, Immuned -> 0
Cycle -> 196, Immuned -> 0
Cycle -> 197, Immuned -> 0
Cycle -> 198, Immuned -> 0
Cycle -> 199, Immuned -> 1

